source,purpose,sample_id,target,isotopologue,fraction
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Fumarate,M+0,0.98362257328721048
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Fumarate,M+1,1.6884421556821239e-05
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Fumarate,M+2,0.010902211975195622
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Fumarate,M+3,1.6877221979353171e-05
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Fumarate,M+4,0.0054414530941014347
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Malate,M+0,0.50063405908235015
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Malate,M+1,0.0062664189673987038
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Malate,M+2,0.0063657924467286761
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Malate,M+3,0.48665714363777712
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Malate,M+4,7.6585865728768092e-05
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glutamine,M+0,0.25003955609362905
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glutamine,M+1,0.00077351020760745796
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glutamine,M+2,0.49922659694472044
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glutamine,M+3,0.00077327274229513864
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glutamine,M+4,0.249187064011686
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glutamine,M+5,0
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Aspartate,M+0,0.5000037369548842
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Aspartate,M+1,7.2632721443041543e-05
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Aspartate,M+2,3.6479353548697081e-05
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Aspartate,M+3,0.49988715097010683
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Aspartate,M+4,0
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glycine,M+0,0.50000000000000444
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glycine,M+1,0
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Glycine,M+2,0.50000000000000444
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Serine,M+0,0.50000000000000444
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Serine,M+1,0
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Serine,M+2,0
frozen Stage A2 Theta1 state,isotope-engine positive programme fixture; NOT optimum or final native-HiGHS,theta1_sample_000,Serine,M+3,0.50000000000000444
